,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Joined,Contract Valid Until,Height,Weight,Release Clause,Kit Number,Age Groups
6204,227511,N. Rapp,25,Germany,69,73,SV Werder Bremen,1800000,10000,1646,Right,1,3,2,Medium/ Medium,Normal (185+),Substitute,2021-07-01,2024,186cm,81kg,3400000,23.0,Adult
6205,179752,Ó. Cardozo,39,Paraguay,71,71,Club Libertad,650000,500,1646,Left,1,3,3,Medium/ Low,Normal (185+),Substitute,2017-07-01,2023,193cm,87kg,1400000,7.0,Senior
6206,267849,22 T. O'Reilly,17,Republic of Ireland,56,76,Aston Villa,375000,1000,1646,Left,1,3,3,High/ Low,Lean (170-),Reserve,2020-06-30,2025,170cm,63kg,1100000,58.0,Young
6207,240768,20 H. Gilmour,20,England,60,72,Tranmere Rovers,375000,1000,1646,Left,1,2,2,High/ Low,Normal (170-185),Substitute,2019-01-09,2023,175cm,62kg,731000,20.0,Young
6208,269385,T. Santos,23,Denmark,63,70,AC Horsens,975000,2000,1646,Right,1,3,2,Medium/ Medium,Lean (170-185),Right Midfielder,2021-07-01,2024,174cm,65kg,1400000,18.0,Adult
6209,261824,22 J. Pérez,20,Peru,60,70,Sport Huancayo,550000,500,1646,Right,1,3,2,Medium/ Medium,Normal (170-185),Right Central Midfielder,2021-01-01,2023,175cm,67kg,1300000,16.0,Young
6210,262165,22 A. Al Badaoui,25,Morocco,64,68,AD Alcorcón,825000,2000,1646,Right,1,3,4,Medium/ Medium,Normal (170-185),Central Attacking Midfielder,2021-07-31,2024,179cm,72kg,1300000,20.0,Adult
6211,257177,M. Picouleau,22,France,62,71,Valenciennes FC,900000,1000,1646,Left,1,3,2,Medium/ Medium,Lean (170-185),Substitute,2020-07-06,2023,171cm,63kg,1800000,27.0,Young
6212,264448,22 C. Gyeltshen,25,Bhutan,62,63,Kerala Blasters FC,475000,600,1646,Right,1,4,2,High/ Medium,Lean (170-185),Substitute,2021-08-31,2023,173cm,73kg,677000,77.0,Adult
6213,269149,E. Newby,26,England,59,60,Stockport County,240000,2000,1646,Right,1,4,2,High/ Low,Lean (170-185),Substitute,2021-04-19,2023,177cm,73kg,438000,20.0,Adult
6214,269935,G. Piñeiro,21,Argentina,62,71,Estudiantes de La Plata,900000,2000,1646,Right,1,3,3,Medium/ Medium,Lean (170-185),Reserve,2021-01-01,2024,180cm,76kg,1500000,23.0,Young
6215,237985,K. Danso,23,Austria,75,80,Racing Club de Lens,7500000,23000,1646,Right,1,3,2,Medium/ Medium,Normal (185+),Center Back,2021-08-09,2026,190cm,85kg,14800000,4.0,Adult
6216,254303,22 I. Elmkies,21,Israel,62,71,FC Flyeralarm Admira,850000,4000,1646,Right,1,3,2,Medium/ Medium,Normal (170-185),Reserve,2021-01-01,2023,172cm,69kg,5376265,10.0,Young
6217,206606,P. Hofmann,29,Germany,74,74,VfL Bochum 1848,4200000,24000,1646,Left,1,2,2,Medium/ Medium,Normal (185+),Striker,2022-07-01,2024,195cm,89kg,7600000,33.0,Adult
6218,264838,22 Nacho Martín,19,Spain,61,76,Real Sporting de Gijón,725000,900,1646,Right,1,3,2,Medium/ Medium,Lean (170-185),Reserve,2021-10-16,2023,175cm,69kg,1600000,34.0,Young
6219,257278,A. Theate,22,Belgium,75,82,Stade Rennais FC,10500000,30000,1646,Left,1,3,2,High/ Medium,Normal (170-185),Right Center Back,2022-07-29,2026,184cm,79kg,22100000,5.0,Young
6220,264130,22 Manu Martos,20,Spain,60,68,UD Ibiza,500000,900,1646,Right,1,3,2,Medium/ Medium,Normal (170-185),Reserve,2021-07-13,2023,179cm,73kg,900000,27.0,Young
6221,267607,22 F. Castañeda,26,Colombia,67,67,Warta Poznań,1100000,2000,1646,Right,1,4,3,High/ Medium,Normal (170-185),Left Forward,2022-02-11,2023,172cm,69kg,1500000,7.0,Adult
6222,253859,22 J. Arias,22,Venezuela,62,68,Aragua Fútbol Club,650000,500,1646,Left,1,2,2,Medium/ Medium,Normal (170-185),Left Midfielder,2019-01-01,2023,178cm,66kg,1500000,15.0,Young
6223,270071,H. Sylla,23,Côte d'Ivoire,66,72,GD Chaves,1300000,2000,1646,Right,1,3,2,Medium/ High,Normal (170-185),Right Back,2022-07-01,2024,178cm,75kg,2900000,2.0,Adult
6224,252793,T. Harwood-Bellis,20,England,69,82,Burnley,3200000,28000,1646,Right,1,3,2,High/ Medium,Normal (185+),Right Center Back,2021-01-01,2023,188cm,73kg,5376265,5.0,Young
6225,240175,Bruno Jordão,23,Portugal,62,70,Wolverhampton Wanderers,875000,10000,1645,Right,1,3,3,Medium/ Medium,Normal (170-185),Substitute,2019-08-02,2024,180cm,73kg,1800000,6.0,Adult
6226,264418,J. Gorby,19,France,63,77,SC Braga,1100000,1000,1645,Right,1,3,2,Medium/ Medium,Lean (170-185),Reserve,2020-07-01,2024,181cm,76kg,2900000,29.0,Young
6227,238656,S. Tigges,23,Germany,68,73,1. FC Köln,1800000,10000,1645,Left,1,4,2,Medium/ Medium,Normal (185+),Left Striker,2022-07-01,2026,193cm,90kg,3400000,21.0,Adult
6228,256115,L. Samardžić,20,Germany,68,78,Udinese Calcio,2600000,5000,1645,Left,1,3,3,Medium/ Medium,Normal (170-185),Substitute,2021-08-05,2026,184cm,79kg,4900000,24.0,Young
6229,198198,22 Jordi Amat,29,Spain,70,70,KAS Eupen,1300000,7000,1645,Right,2,3,2,Low/ High,Normal (170-185),Left Center Back,2020-07-01,2023,184cm,83kg,1900000,5.0,Adult
6230,263574,Ricardinho,23,Portugal,68,74,Santa Clara,1900000,3000,1645,Right,1,2,3,Medium/ Medium,Lean (170-185),Left Winger,2019-07-01,2025,178cm,73kg,4400000,10.0,Adult
6231,236587,M. Farfan,23,United States,66,73,FC Dallas,1600000,2000,1645,Left,1,3,2,High/ Medium,Lean (170-185),Left Back,2022-02-09,2023,178cm,72kg,2700000,4.0,Adult
6232,263514,A. Kamara,17,Guinea,60,82,Borussia Dortmund,775000,800,1645,Right,1,3,3,Medium/ Medium,Normal (170-185),Reserve,2021-07-20,2026,182cm,75kg,2100000,32.0,Young
6233,252776,20 E. Karakaş,21,Germany,60,69,Çaykur Rizespor,275000,2000,1645,Left,1,3,2,Medium/ Medium,Normal (170-185),Substitute,2019-07-26,2023,183cm,75kg,660000,2.0,Young
6234,261650,Y. Cassubie,21,France,64,71,Chamois Niortais Football Club,1100000,1000,1645,Right,1,3,2,Medium/ Medium,Normal (170-185),Right Defensive Midfielder,2021-07-23,2023,184cm,78kg,2100000,19.0,Young
6235,263169,F. Stevanović,19,Serbia,63,80,Manchester City,1200000,11000,1645,Right,1,3,4,Medium/ Medium,Lean (170-185),Reserve,2021-01-01,2026,178cm,72kg,3000000,44.0,Young
6236,257839,A. Newby,26,England,63,63,Colchester United,525000,4000,1645,Right,1,4,3,High/ Medium,Normal (170-185),Right Midfielder,2022-07-01,2024,173cm,70kg,919000,19.0,Adult
6237,259422,Nico Serrano,19,Spain,70,81,Athletic Club de Bilbao,3400000,8000,1645,Left,1,2,3,Medium/ Medium,Normal (170-185),Substitute,2020-07-01,2024,178cm,72kg,7800000,33.0,Young
6238,260431,22 C. Kato,22,Japan,61,69,Vegalta Sendai,725000,950,1645,Right,1,3,2,Medium/ Medium,Normal (170-185),Right Midfielder,2021-01-09,2023,175cm,72kg,1100000,26.0,Young
6239,268063,J. González,19,Paraguay,59,71,Club Nacional,525000,500,1645,Right,1,3,3,Medium/ Medium,Normal (170-185),Reserve,2022-01-01,2024,183cm,72kg,1200000,27.0,Young
6240,261713,21 Luo Gui,25,China PR,60,60,Jiangsu FC,275000,3000,1645,Right,1,4,3,Medium/ Medium,Stocky (170-185),Left Central Midfielder,2015-03-03,2023,178cm,80kg,426000,8.0,Adult
6241,256128,Jony Álamo,20,Spain,63,77,Elche CF,1100000,3000,1645,Right,1,3,3,Medium/ Medium,Normal (170-185),Substitute,2019-07-01,2023,175cm,64kg,3000000,27.0,Young
6242,258261,A. Burbano,28,Ecuador,63,63,Delfín Sporting Club,425000,500,1645,Right,1,3,2,Medium/ Medium,Normal (170-185),Right Back,2022-01-07,2023,176cm,78kg,914000,23.0,Adult
6243,246565,B. Diakité,21,France,69,78,LOSC Lille,2900000,9000,1645,Right,1,3,2,Medium/ High,Normal (185+),Substitute,2022-08-05,2026,186cm,82kg,6100000,18.0,Young
6244,234177,N. Ennis,23,England,63,70,Plymouth Argyle,975000,3000,1645,Right,1,3,3,High/ Medium,Normal (170-185),Substitute,2021-01-18,2023,180cm,76kg,1900000,11.0,Adult
6245,256634,C. Viet,23,Germany,63,68,SSV Jahn Regensburg,725000,3000,1645,Right,1,3,3,Medium/ Medium,Lean (170-185),Substitute,2022-07-01,2024,181cm,75kg,1200000,30.0,Adult
6246,235855,J. Asoro,23,Sweden,66,73,Djurgårdens IF,1700000,3000,1645,Right,1,3,3,Medium/ Medium,Lean (170-185),Substitute,2021-02-08,2024,175cm,75kg,2500000,10.0,Adult
6247,254636,A. Fofana,22,Côte d'Ivoire,64,71,Dijon FCO,1100000,2000,1645,Left,1,2,3,High/ Medium,Lean (170-185),Reserve,2021-09-01,2024,173cm,63kg,2100000,12.0,Young
6248,255529,E. Touré,20,Mali,70,80,Stade de Reims,3500000,11000,1645,Right,1,3,3,High/ Medium,Normal (185+),Striker,2020-01-03,2026,185cm,72kg,7700000,7.0,Young
6249,257916,M. Schroers,20,Germany,63,72,Borussia Mönchengladbach,1100000,4000,1645,Right,1,3,2,Medium/ Medium,Lean (170-185),Reserve,2020-08-07,2023,181cm,74kg,2100000,39.0,Young
6250,267909,K. Andrade,17,Venezuela,64,83,Deportivo La Guaira FC,1500000,500,1645,Right,1,3,3,High/ Low,Lean (170-),Right Central Midfielder,2021-01-01,2024,168cm,61kg,4200000,23.0,Young
6251,231408,J. Leko,23,England,64,69,Birmingham City,900000,8000,1645,Right,1,4,3,Medium/ Low,Normal (170-185),Substitute,2020-08-28,2023,182cm,64kg,1800000,14.0,Adult
6252,255438,22 R. Araki,19,Japan,69,79,Kashima Antlers,3000000,3000,1645,Right,1,3,3,Medium/ Medium,Lean (170-),Substitute,2020-01-04,2023,170cm,60kg,4400000,10.0,Young
6253,255108,L. Ramírez,24,Venezuela,66,70,Caracas Fútbol Club,1200000,500,1645,Right,1,5,3,Medium/ Medium,Normal (170-185),Substitute,2020-01-10,2023,181cm,75kg,2700000,11.0,Adult
6254,264525,22 J. González,19,Colombia,60,70,Deportivo Cali,525000,500,1644,Right,1,3,3,Medium/ Medium,Normal (170-185),Substitute,2021-01-01,2023,177cm,77kg,814000,33.0,Young
6255,193679,M. Correia,33,Portugal,67,67,SV Elversberg,475000,1000,1644,Right,1,4,2,Medium/ Medium,Lean (185+),Right Center Back,2022-07-01,2023,186cm,81kg,689000,13.0,Senior
6256,258451,E. Cornelisse,20,Netherlands,65,77,Vitesse,1600000,3000,1644,Left,1,3,2,Medium/ Medium,Lean (170-185),Left Center Back,2020-08-24,2024,178cm,68kg,2600000,13.0,Young
6257,257573,21 Néstor Querol,32,Spain,64,64,CE Sabadell FC,475000,2000,1644,Left,1,3,3,High/ Medium,Normal (170-185),Substitute,2018-07-23,2023,184cm,78kg,736000,11.0,Senior
6258,268725,J. Bernat,21,Slovakia,65,75,KVC Westerlo,1600000,2000,1644,Right,1,3,2,Medium/ Medium,Lean (170-185),Substitute,2021-08-02,2025,180cm,70kg,2600000,10.0,Young
6259,237665,22 K. Chinen,26,Japan,68,68,Kawasaki Frontale,1300000,6000,1644,Right,1,3,3,Medium/ Low,Lean (170-185),Substitute,2017-01-31,2023,177cm,73kg,1700000,20.0,Adult
6260,266335,L. Petrasso,22,Canada,62,70,Toronto FC,850000,1000,1644,Left,1,2,3,High/ Medium,Normal (170-185),Substitute,2022-01-11,2023,180cm,73kg,1400000,38.0,Young
6261,244915,M. Salisu,23,Ghana,77,85,Southampton,22000000,41000,1644,Left,1,3,2,Medium/ High,Normal (185+),Left Center Back,2020-08-12,2024,191cm,85kg,46200000,22.0,Adult
6262,264545,22 J. Rubiano,19,Colombia,59,69,Club Deportes Tolima,475000,500,1644,Right,1,3,3,Medium/ Medium,Lean (170-185),Substitute,2020-01-01,2023,177cm,74kg,736000,50.0,Young
6263,260121,André Amaro,19,Portugal,67,79,Vitória de Guimarães,2300000,2000,1644,Right,1,3,2,Medium/ Medium,Normal (185+),Substitute,2020-07-01,2025,186cm,76kg,5300000,13.0,Young
6264,264134,A. Matko,22,Slovenia,63,72,Hammarby IF,1100000,2000,1644,Right,1,3,3,High/ Medium,Stocky (170-185),Substitute,2021-08-11,2024,177cm,75kg,1600000,7.0,Young
6265,267963,22 Isra García,17,Spain,58,71,AD Alcorcón,475000,500,1644,Right,1,4,3,Medium/ Medium,Lean (170-185),Reserve,2021-07-01,2023,182cm,68kg,1000000,34.0,Young
6266,257811,D. Isac,21,Romania,61,71,AFC UTA Arad,725000,1000,1644,Right,1,4,2,Medium/ Medium,Lean (170-185),Substitute,2018-07-01,2023,180cm,70kg,1100000,31.0,Young
6267,267944,E. Uribe,36,Peru,65,65,Sport Boys,140000,500,1644,Right,1,3,2,Medium/ High,Normal (170-185),Substitute,2019-01-01,2023,179cm,71kg,301000,24.0,Senior
6268,266284,22 M. Sjølstad,20,Norway,59,67,Kristiansund BK,475000,550,1644,Left,1,3,3,High/ High,Lean (170-185),Substitute,2022-01-08,2024,180cm,73kg,689000,22.0,Young
6269,258612,22 R. Ağca,19,Netherlands,60,73,Heracles Almelo,575000,800,1644,Right,1,3,2,Medium/ Medium,Lean (170-185),Reserve,2020-09-01,2023,182cm,69kg,1200000,31.0,Young
6270,268481,R. Ramírez,22,Paraguay,61,68,Club Cerro Porteño,625000,500,1644,Right,1,3,3,Medium/ High,Stocky (170-185),Reserve,2021-01-01,2024,177cm,88kg,1500000,16.0,Young
6271,253374,E. Bonds,22,Guyana,61,69,Cheltenham Town,700000,1000,1644,Right,1,4,2,Medium/ Medium,Normal (185+),Central Defensive Midfielder,2021-07-01,2025,188cm,74kg,1400000,23.0,Young
6272,256616,22 T. Ortega,20,Argentina,66,73,Club Atlético Independiente,1600000,3000,1644,Left,1,3,2,Medium/ Medium,Stocky (185+),Substitute,2019-07-01,2023,185cm,72kg,2700000,3.0,Young
6273,254413,20 W. Vera,25,Ecuador,64,65,Barcelona Sporting Club,525000,500,1644,Right,1,3,3,Medium/ Medium,Normal (170-),Reserve,2019-07-01,2023,165cm,66kg,1200000,15.0,Adult
6274,236533,R. Glatzel,28,Germany,73,73,Hamburger SV,3100000,14000,1644,Right,1,4,2,Medium/ Medium,Normal (185+),Striker,2021-07-01,2025,193cm,85kg,5000000,9.0,Adult
6275,268126,G. Verón,20,Paraguay,59,66,Club Sol de América,450000,500,1644,Right,1,3,3,Medium/ Medium,Lean (170-185),Right Striker,2022-01-01,2023,174cm,62kg,1100000,14.0,Young
6276,253923,22 J. García,30,Venezuela,64,64,Aragua Fútbol Club,575000,500,1644,Right,1,3,2,High/ Low,Stocky (170-185),Substitute,2022-02-27,2023,171cm,74kg,1200000,9.0,Adult
6277,221600,M. Clarke,25,England,72,76,Brighton & Hove Albion,2900000,35000,1644,Left,1,3,3,Medium/ Medium,Normal (185+),Substitute,2019-06-21,2023,185cm,83kg,5700000,26.0,Adult
6278,261329,21 A. Solís,23,Peru,62,66,Universidad Técnica de Cajamarca,525000,500,1644,Right,1,3,2,Medium/ Medium,Normal (170-185),Substitute,2021-01-01,2023,180cm,75kg,1200000,14.0,Adult
6279,263786,N. Pennington,23,Australia,61,67,Wellington Phoenix,525000,850,1644,Right,1,2,2,Medium/ High,Normal (170-185),Substitute,2021-07-30,2023,182cm,74kg,761000,13.0,Adult
6280,269155,Matheus Índio,22,Brazil,66,73,Vitória de Guimarães,1600000,3000,1644,Right,1,2,2,Medium/ Medium,Normal (170-185),Substitute,2022-05-18,2025,182cm,80kg,3700000,23.0,Young
6281,265591,D. Saffadi,24,Peru,66,69,Sport Boys,1200000,500,1644,Right,1,3,3,High/ Low,Normal (170-185),Left Winger,2021-11-22,2023,180cm,79kg,2700000,11.0,Adult
6282,253528,22 J. Ortiz,39,Bolivia,64,64,Club Deportivo Jorge Wilstermann,130000,500,1644,Right,1,3,2,Medium/ High,Normal (170-185),Substitute,2016-07-01,2023,173cm,79kg,280000,14.0,Senior
6283,258333,F. Kaša,28,Czech Republic,71,71,FC Viktoria Plzeň,1600000,700,1643,Right,1,3,2,High/ Medium,Lean (185+),Right Center Back,2020-08-03,2023,191cm,84kg,3500000,35.0,Adult
6284,207510,20 T. Lee,33,Japan,64,64,Yokohama F. Marinos,275000,2000,1643,Left,2,3,2,High/ Medium,Lean (170-185),Substitute,2019-01-05,2023,182cm,73kg,344000,20.0,Senior
6285,219569,C. Omoigui,27,Nigeria,66,67,Racing Santander,1000000,3000,1643,Left,1,3,2,High/ Medium,Normal (170-185),Striker,2020-10-02,2025,182cm,74kg,1600000,9.0,Adult
6286,254711,22 E. Zaracho,31,Paraguay,65,65,Club Nacional,575000,500,1643,Right,1,2,3,Medium/ Medium,Normal (170-185),Left Central Midfielder,2019-01-01,2025,179cm,75kg,1200000,6.0,Senior
6287,263499,22 M. Tsvetanov,30,Bulgaria,57,57,Gangwon FC,140000,1000,1643,Left,1,3,3,High/ Medium,Normal (170-185),Substitute,2021-07-20,2023,174cm,65kg,175000,71.0,Adult
6288,255850,22 T. Hata,19,Japan,62,72,Shonan Bellmare,850000,550,1643,Right,1,3,2,High/ Medium,Normal (170-185),Substitute,2020-02-01,2023,176cm,70kg,1200000,26.0,Young
6289,257136,O. Traoré,24,Germany,64,68,VfL Osnabrück,775000,1000,1643,Right,1,3,3,High/ Medium,Normal (185+),Right Back,2021-07-01,2023,187cm,77kg,1200000,23.0,Adult
6290,236678,21 S. Lo Faso,22,Italy,65,74,Lecce,1600000,1000,1643,Right,1,5,3,High/ Medium,Lean (170-185),Substitute,2019-07-25,2023,179cm,72kg,2900000,32.0,Young
6291,255189,21 João Felipe,19,Brazil,65,78,SK Slavia Praha,1700000,500,1643,Right,1,3,3,Medium/ Medium,Normal (170-),Reserve,2019-09-06,2023,170cm,69kg,4600000,21.0,Young
6292,254496,C. Grant,20,Republic of Ireland,60,70,Milton Keynes Dons,550000,2000,1643,Right,1,3,2,Medium/ Medium,Lean (170-185),Substitute,2022-06-24,2025,178cm,72kg,1100000,16.0,Young
6293,257941,21 Santamaría,20,Spain,60,71,CD Mirandés,550000,1000,1643,Right,1,5,3,Medium/ Medium,Lean (170-),Reserve,2019-07-01,2023,167cm,62kg,963000,30.0,Young
6294,255773,N. Sosa,26,Uruguay,66,69,Club Atlético River Plate,1100000,500,1643,Right,1,2,2,High/ Low,Normal (170-185),Substitute,2022-01-25,2023,177cm,69kg,2400000,23.0,Adult
6295,252967,N. Beloko,22,Switzerland,61,72,FC Luzern,725000,2000,1643,Right,1,3,2,Medium/ Medium,Normal (170-185),Left Central Midfielder,2022-07-01,2025,184cm,82kg,1200000,18.0,Young
6296,231436,G. Diangana,24,England,70,76,West Bromwich Albion,2500000,18000,1643,Left,1,3,4,High/ Medium,Lean (170-185),Substitute,2020-09-04,2025,180cm,73kg,5300000,11.0,Adult
6297,182621,D. Gordon,37,Jamaica,68,68,Karlsruher SC,220000,4000,1643,Right,1,4,2,Medium/ Medium,Normal (185+),Right Center Back,2017-07-01,2023,194cm,85kg,341000,3.0,Senior
6298,256174,22 J. Herrera,18,Bolivia,60,76,Club Bolívar,600000,500,1643,Right,1,3,2,Medium/ Medium,Normal (170-185),Substitute,2020-01-01,2023,180cm,73kg,1700000,13.0,Young
6299,242390,Tomás Reymão,23,Portugal,64,71,Albacete BP,1200000,2000,1643,Right,1,4,3,Medium/ Medium,Normal (185+),Substitute,2022-07-23,2023,188cm,78kg,2100000,24.0,Adult
6300,245041,Zhu Chenjie,21,China PR,65,77,Shanghai Shenhua FC,1700000,2000,1643,Right,1,3,2,Low/ High,Normal (185+),Substitute,2021-01-01,2023,185cm,78kg,3000000,20.0,Young
6301,260479,J. McGlynn,18,United States,61,74,Philadelphia Union,750000,550,1643,Left,1,3,2,High/ High,Lean (170-185),Substitute,2020-08-17,2026,180cm,73kg,1600000,16.0,Young
6302,212112,17 C. Nsikulu,23,Congo DR,66,71,Stade Lavallois Mayenne FC,850000,3000,1643,Right,1,3,3,Medium/ Medium,Normal (170-185),Left Winger,2016-07-29,2023,178cm,72kg,5376265,9.0,Adult
6303,262609,E. Akdağ,25,Turkey,60,64,GZT Giresunspor,300000,2000,1643,Right,1,3,2,Medium/ Medium,Normal (170-185),Substitute,2020-06-01,2025,173cm,70kg,608000,28.0,Adult
6304,267617,C. Penayo,19,Bolivia,60,68,Club Deportivo Oriente Petrolero,525000,500,1643,Left,1,3,3,Medium/ Medium,Lean (170-185),Substitute,2022-01-01,2023,176cm,66kg,1200000,33.0,Young
6305,258147,M. Mitaj,18,Albania,66,79,AEK Athens,1900000,500,1643,Left,1,3,2,Medium/ Medium,Lean (185+),Substitute,2020-08-12,2026,185cm,71kg,5400000,40.0,Young
6306,230070,22 J. Davenport,22,England,66,74,Blackburn Rovers,1800000,10000,1643,Left,1,2,2,Medium/ High,Normal (170-185),Reserve,2018-07-02,2023,177cm,73kg,3800000,6.0,Young
6307,228124,22 M. Jonjić,30,Croatia,74,74,Cerezo Osaka,3500000,8000,1642,Right,1,3,2,Medium/ High,Normal (185+),Left Center Back,2022-02-17,2023,187cm,83kg,4400000,22.0,Adult
6308,268596,A. García,19,Peru,58,70,Sport Boys,475000,500,1642,Right,1,3,3,High/ Medium,Normal (170-185),Reserve,2022-01-01,2023,175cm,74kg,1100000,26.0,Young
6309,265768,22 P. González,25,Uruguay,62,65,Club Atlético River Plate,475000,500,1642,Right,1,2,2,Medium/ Medium,Normal (170-185),Substitute,2021-08-20,2023,174cm,75kg,1100000,24.0,Adult
6310,237286,A. Connolly,22,Republic of Ireland,69,75,Venezia FC,2300000,25000,1642,Right,1,3,2,Medium/ Low,Normal (170-185),Right Striker,2021-01-01,2023,175cm,73kg,5376265,9.0,Young
6311,253034,D. Bernard,21,England,69,80,Manchester United,2900000,26000,1642,Right,1,3,2,High/ Medium,Normal (185+),Reserve,2019-04-06,2025,189cm,81kg,6100000,31.0,Young
6312,253284,E. Busquets,21,Uruguay,64,73,Club Atlético Peñarol,1300000,500,1642,Right,1,3,2,Medium/ Low,Normal (170-185),Substitute,2018-07-01,2023,174cm,67kg,3100000,15.0,Young
6313,259060,K. Butić,23,Croatia,65,70,Cosenza,1100000,900,1642,Left,1,4,3,High/ Medium,Normal (185+),Substitute,2020-09-01,2024,187cm,79kg,1800000,32.0,Adult
6314,257807,22 S. Buștea,26,Romania,60,63,AFC UTA Arad,300000,2000,1642,Right,1,3,2,Medium/ High,Normal (170-185),Substitute,2019-07-01,2023,175cm,68kg,428000,22.0,Adult
6315,252749,P. Akono,22,Cameroon,59,70,KAS Eupen,475000,2000,1642,Right,1,3,2,Medium/ Medium,Stocky (170-185),Substitute,2019-08-14,2023,182cm,76kg,784000,70.0,Young
6316,184789,Á. Szalai,34,Hungary,70,70,FC Basel 1893,775000,12000,1642,Right,2,3,3,High/ Medium,Stocky (185+),Striker,2022-02-16,2023,193cm,93kg,1200000,11.0,Senior
6317,237522,Jorge Cuenca,22,Spain,73,82,Villarreal CF,6500000,19000,1642,Left,1,3,2,Medium/ Medium,Lean (185+),Substitute,2020-09-22,2025,190cm,75kg,15000000,25.0,Young
6318,259543,K. Cabrera,18,Peru,63,78,FBC Melgar,1100000,500,1642,Right,1,2,2,Medium/ Medium,Normal (170-185),Reserve,2019-01-01,2023,175cm,67kg,3100000,26.0,Young
6319,261327,22 F. Gómez,24,Peru,64,67,Universidad Técnica de Cajamarca,800000,500,1642,Right,1,3,4,High/ Low,Normal (170-),Substitute,2021-01-01,2023,170cm,65kg,1800000,17.0,Adult
6320,266792,V. Dican,21,Romania,63,72,FC Botoşani,1000000,2000,1642,Right,1,3,2,Medium/ Medium,Normal (185+),Left Center Back,2022-01-26,2025,189cm,83kg,1600000,6.0,Young
6321,258037,Álex Blesa,20,Spain,64,78,Levante Unión Deportiva,1400000,2000,1642,Left,1,3,3,Medium/ Medium,Lean (170-185),Reserve,2019-07-01,2024,180cm,72kg,3100000,26.0,Young
6322,257400,Y. Ayari,18,Sweden,61,78,AIK,825000,550,1642,Right,1,2,2,Medium/ Medium,Normal (170-185),Substitute,2020-07-15,2025,172cm,69kg,1500000,26.0,Young
6323,256955,21 Rúben Gonçalves,21,Portugal,62,71,Rio Ave FC,900000,2000,1642,Left,1,3,2,Medium/ Medium,Normal (170-185),Substitute,2018-08-01,2024,180cm,75kg,2100000,27.0,Young
6324,270834,A. Rebbach,23,Algeria,64,70,Deportivo Alavés,925000,3000,1642,Right,1,3,2,Medium/ Medium,Normal (170-185),Substitute,2020-07-01,2024,176cm,72kg,1700000,21.0,Adult
6325,260519,21 L. Pérez,24,Colombia,60,65,Deportivo Pasto,375000,500,1642,Right,1,3,2,High/ Medium,Normal (170-185),Substitute,2021-01-07,2023,175cm,74kg,534000,16.0,Adult
6326,236875,A. Poulsen,22,Denmark,65,72,Aalborg BK,1400000,3000,1642,Left,1,3,3,High/ Medium,Normal (185+),Substitute,2022-07-01,2026,188cm,80kg,2000000,25.0,Young
6327,258467,L. Romero,17,Argentina,67,86,Lazio,2500000,3000,1642,Left,1,3,3,Medium/ Medium,Normal (170-),Reserve,2021-07-20,2024,166cm,64kg,5800000,18.0,Young
6328,189561,B. Koita,31,Guinea,70,70,Trabzonspor,1300000,20000,1642,Right,1,5,3,Medium/ Low,Normal (185+),Reserve,2021-06-24,2024,186cm,86kg,2500000,29.0,Senior
6329,257332,M. Rittmüller,23,Germany,65,70,1. FC Heidenheim 1846,1000000,5000,1642,Right,1,3,2,High/ Medium,Lean (170-185),Substitute,2020-07-19,2023,177cm,77kg,1600000,18.0,Adult
6330,246809,Marc Aguado,22,Spain,61,72,FC Andorra,725000,2000,1642,Left,1,3,2,Medium/ Medium,Lean (170-185),Right Defensive Midfielder,2021-01-01,2023,178cm,68kg,5376265,6.0,Young
6331,271285,Benny Sousa,22,Portugal,65,70,GD Chaves,1100000,2000,1642,Left,1,3,3,High/ Low,Lean (170-185),Right Winger,2022-07-27,2024,178cm,73kg,2300000,73.0,Young
6332,254541,M. Juwara,20,Gambia,67,78,Bologna,2300000,9000,1642,Left,1,3,3,Medium/ Medium,Lean (170-),Substitute,2019-05-25,2024,170cm,65kg,4400000,12.0,Young
6333,5003,08 Cafu,37,Brazil,83,88,AC Milan,0,0,1641,Right,4,3,1,N/A/ N/A,Normal (170-185),Reserve,2021-01-01,2023,176cm,75kg,5376265,2.0,Senior
6334,270409,Sávio,18,Brazil,70,86,PSV,4000000,5000,1641,Left,1,3,4,Medium/ Medium,Lean (170-185),Substitute,2021-01-01,2023,176cm,71kg,5376265,33.0,Young
6335,261367,G. Loayza,20,Peru,59,67,Ayacucho,500000,500,1641,Right,1,3,3,Medium/ Medium,Lean (170-185),Reserve,2021-01-01,2023,172cm,67kg,1200000,30.0,Young
6336,264179,Yayo,17,Spain,62,74,Real Oviedo,900000,500,1641,Right,1,3,2,Medium/ Medium,Lean (170-185),Reserve,2021-08-23,2023,178cm,71kg,1600000,31.0,Young
6337,241031,F. Garcés,22,Argentina,73,79,Club Atlético Colón,4400000,9000,1641,Right,1,4,2,Medium/ Medium,Lean (185+),Right Center Back,2017-07-01,2023,188cm,82kg,7500000,33.0,Young
6338,265412,22 H. Vale,17,England,63,83,Chelsea,1300000,4000,1641,Left,1,4,3,High/ Medium,Normal (170-185),Reserve,2020-09-11,2023,180cm,68kg,3700000,68.0,Young
